time;program;event;period;
21573.549833;burner;task-clock;1000000;
21573.55024;burner;cycles;2973992;
21573.550329;burner;branches;2091384;
21573.550387;burner;instructions;8648719;
21573.550578;burner;task-clock;1000000;
21573.550666;swapper;task-clock;1000000;
21573.550752;swapper;task-clock;1000000;
21573.550833;burner;task-clock;1000000;
21573.551236;burner;cycles;2975804;
21573.551255;rcu_sched;context-switches;77;
21573.551266;swapper;branch-misses;1537;
21573.551418;burner;branches;2092355;
21573.551498;burner;instructions;8651907;
21573.55158;burner;task-clock;1000000;
21573.551598;perf;cycles;1343404;
21573.551665;perf;task-clock;1000000;
21573.551833;burner;task-clock;1000000;
21573.552233;burner;cycles;2977189;
21573.55257;burner;branches;2070939;
21573.552579;burner;task-clock;1000000;
21573.55263;burner;instructions;8543966;
21573.552666;swapper;task-clock;1000000;
21573.552751;swapper;task-clock;1000000;
21573.552833;burner;task-clock;1000000;
21573.553127;burner;instructions;8342494;
21573.553247;burner;cycles;2978510;
21573.553571;burner;branches;2036790;
21573.553578;burner;task-clock;1000000;
21573.553666;swapper;task-clock;1000000;
21573.553751;swapper;task-clock;1000000;
21573.553832;burner;task-clock;1000000;
21573.554078;burner;instructions;8342494;
21573.554244;burner;cycles;2973213;
21573.554529;burner;branches;2036577;
21573.554578;burner;task-clock;1000000;
21573.554666;swapper;task-clock;1000000;
21573.554751;swapper;task-clock;1000000;
21573.554832;burner;task-clock;1000000;
21573.555029;burner;instructions;8396322;
21573.555241;burner;cycles;2974309;
21573.555497;burner;branches;2041571;
21573.555578;burner;task-clock;1000000;
21573.555666;swapper;task-clock;1000000;
21573.555751;swapper;task-clock;1000000;
21573.555832;burner;task-clock;1000000;
21573.555998;burner;instructions;8419242;
21573.556236;burner;cycles;2975485;
21573.556457;burner;branches;2049856;
21573.556578;burner;task-clock;1000000;
21573.556666;swapper;task-clock;1000000;
21573.556751;swapper;task-clock;1000000;
21573.556832;burner;task-clock;1000000;
21573.556957;burner;instructions;8452324;
21573.557246;burner;cycles;2977173;
21573.557578;burner;task-clock;1000000;
21573.557666;swapper;task-clock;1000000;
21573.557751;swapper;task-clock;1000000;
21573.557832;burner;task-clock;1000000;
21573.557851;burner;branches;2049805;
21573.557939;burner;instructions;8497511;
21573.558243;burner;cycles;2973434;
21573.558578;burner;task-clock;1000000;
21573.558665;swapper;task-clock;1000000;
21573.558751;swapper;task-clock;1000000;
21573.558818;burner;branches;2049805;
21573.558832;burner;task-clock;1000000;
21573.558909;burner;instructions;8516623;
21573.559241;burner;cycles;2974472;
21573.559578;burner;task-clock;1000000;
21573.559666;swapper;task-clock;1000000;
21573.559752;swapper;task-clock;1000000;
21573.5598;burner;branches;2064432;
21573.559833;burner;task-clock;1000000;
21573.559896;burner;instructions;8569054;
21573.560238;burner;cycles;2975126;
21573.560578;burner;task-clock;1000000;
21573.560665;swapper;task-clock;1000000;
21573.560751;swapper;task-clock;1000000;
21573.560773;burner;branches;2069275;
21573.560832;burner;task-clock;1000000;
21573.560873;burner;instructions;8583856;
21573.561248;burner;cycles;2976515;
21573.561427;burner;cycles;2975742;
21573.561578;burner;task-clock;1000000;
21573.561665;swapper;task-clock;1000000;
21573.561751;swapper;task-clock;1000000;
21573.561767;burner;branches;2076308;
21573.561832;burner;task-clock;1000000;
21573.56187;burner;instructions;8608541;
21573.562244;burner;cycles;2972831;
21573.562422;burner;cycles;2975742;
21573.562578;burner;task-clock;1000000;
21573.562665;swapper;task-clock;1000000;
21573.562746;burner;branches;2077981;
21573.562751;swapper;task-clock;1000000;
21573.562832;burner;task-clock;1000000;
21573.562853;burner;instructions;8611796;
21573.563243;burner;branch-misses;829;
21573.563244;burner;cycles;2973937;
21573.563418;burner;cycles;2977043;
21573.563578;burner;task-clock;1000000;
21573.563665;swapper;task-clock;1000000;
21573.56374;burner;branches;2085894;
21573.563752;swapper;cycles;725992;
21573.563754;swapper;task-clock;1000000;
21573.563832;burner;task-clock;1000000;
21573.563849;burner;instructions;8638684;
21573.56424;burner;cycles;2974122;
21573.564413;burner;cycles;2978515;
21573.564578;burner;task-clock;1000000;
21573.564665;swapper;task-clock;1000000;
21573.564724;burner;branches;2087514;
21573.564751;swapper;task-clock;1000000;
21573.564832;burner;task-clock;1000000;
21573.564834;burner;instructions;8643099;
21573.56525;burner;cycles;2975648;
21573.565423;burner;cycles;2980188;
21573.565578;burner;task-clock;1000000;
21573.56562;burner;instructions;8419752;
21573.565665;swapper;task-clock;1000000;
21573.565726;burner;branches;2091875;
21573.565751;swapper;task-clock;1000000;
21573.565832;burner;task-clock;1000000;
21573.565838;burner;instructions;8659099;
21573.566246;burner;cycles;2972061;
21573.566421;burner;cycles;2976506;
21573.566578;burner;task-clock;1000000;
21573.566579;burner;instructions;8419752;
21573.566665;swapper;task-clock;1000000;
21573.566713;burner;branches;2091316;
21573.566751;swapper;task-clock;1000000;
21573.566826;burner;instructions;8655103;
21573.566832;burner;task-clock;1000000;
21573.567193;swapper;branch-misses;1766;
21573.567244;burner;cycles;2973305;
21573.567418;burner;cycles;2977521;
21573.567549;burner;instructions;8440280;
21573.567578;burner;task-clock;1000000;
21573.567665;swapper;task-clock;1000000;
21573.567707;burner;branches;2095979;
21573.567751;swapper;task-clock;1000000;
21573.567822;burner;instructions;8671813;
21573.567832;burner;task-clock;1000000;
21573.56824;burner;cycles;2973949;
21573.568415;burner;cycles;2978369;
21573.568511;burner;instructions;8472742;
21573.568578;burner;task-clock;1000000;
21573.568665;swapper;task-clock;1000000;
21573.568695;burner;branches;2097427;
21573.568751;swapper;task-clock;1000000;
21573.568811;burner;instructions;8676616;
21573.568832;burner;task-clock;1000000;
21573.569424;burner;cycles;2979699;
21573.569438;burner;branches;2060519;
21573.569494;burner;instructions;8515030;
21573.569578;burner;task-clock;1000000;
21573.569665;swapper;task-clock;1000000;
21573.5697;burner;branches;2100561;
21573.569751;swapper;task-clock;1000000;
21573.569816;burner;instructions;8688572;
21573.569832;burner;task-clock;1000000;
21573.570409;burner;branches;2060519;
21573.570423;burner;cycles;2976280;
21573.570465;burner;instructions;8533563;
21573.570578;burner;task-clock;1000000;
21573.570665;swapper;task-clock;1000000;
21573.570689;burner;branches;2099359;
21573.570751;swapper;task-clock;1000000;
21573.570806;burner;instructions;8682806;
21573.570832;burner;task-clock;1000000;
21573.571403;burner;branches;2072847;
21573.571422;burner;cycles;2976749;
21573.571461;burner;instructions;8580401;
21573.571578;burner;task-clock;1000000;
21573.571665;swapper;task-clock;1000000;
21573.571688;burner;branches;2103040;
21573.571751;swapper;task-clock;1000000;
21573.571805;burner;instructions;8696718;
21573.571832;burner;task-clock;1000000;
21573.572381;burner;branches;2074405;
21573.572419;burner;cycles;2976975;
21573.572441;burner;instructions;8584747;
21573.572578;burner;task-clock;1000000;
21573.572665;swapper;task-clock;1000000;
21573.572678;burner;branches;2103320;
21573.572751;swapper;task-clock;1000000;
21573.572795;burner;instructions;8697575;
21573.572832;burner;task-clock;1000000;
21573.573376;burner;branches;2080231;
21573.573431;burner;cycles;2978131;
21573.573437;burner;instructions;8607624;
21573.573578;burner;task-clock;1000000;
21573.573665;swapper;task-clock;1000000;
21573.573685;burner;branches;2106004;
21573.573751;swapper;task-clock;1000000;
21573.573832;burner;task-clock;1000000;
21573.574357;burner;branches;2081431;
21573.574417;burner;instructions;8611479;
21573.574429;burner;cycles;2973801;
21573.574578;burner;task-clock;1000000;
21573.574665;swapper;task-clock;1000000;
21573.574675;burner;branches;2104017;
21573.574751;swapper;task-clock;1000000;
21573.574832;burner;task-clock;1000000;
21573.575349;burner;branches;2088843;
21573.575411;burner;instructions;8641836;
21573.575428;burner;cycles;2974259;
21573.575578;burner;task-clock;1000000;
21573.575665;swapper;task-clock;1000000;
21573.575676;burner;branches;2107218;
21573.575751;swapper;task-clock;1000000;
21573.575832;burner;task-clock;1000000;
21573.576335;burner;branches;2090855;
21573.576397;burner;instructions;8649127;
21573.576424;burner;cycles;2974711;
21573.576578;burner;branch-misses;581;
21573.576579;burner;task-clock;1000000;
21573.576665;swapper;task-clock;1000000;
21573.576667;burner;branches;2107124;
21573.576751;swapper;task-clock;1000000;
21573.576832;burner;task-clock;1000000;
21573.577337;burner;branches;2094755;
21573.5774;burner;instructions;8664527;
21573.577434;burner;cycles;2976178;
21573.577578;burner;task-clock;1000000;
21573.577665;swapper;task-clock;1000000;
21573.577751;swapper;task-clock;1000000;
21573.577832;burner;task-clock;1000000;
21573.578325;burner;branches;2094060;
21573.578388;burner;instructions;8660862;
21573.578431;burner;cycles;2972272;
21573.578578;burner;task-clock;1000000;
21573.578665;swapper;task-clock;1000000;
21573.578751;swapper;task-clock;1000000;
21573.578803;burner;branch-misses;581;
21573.578832;burner;task-clock;1000000;
21573.579192;swapper;branch-misses;1236;
21573.579344;burner;branches;2096816;
21573.579408;burner;instructions;8671143;
21573.579429;burner;cycles;2973480;
21573.579578;burner;task-clock;1000000;
21573.579665;swapper;task-clock;1000000;
21573.579751;swapper;task-clock;1000000;
21573.579832;burner;task-clock;1000000;
21573.580333;burner;branches;2091915;
21573.580397;burner;instructions;8650266;
21573.580425;burner;cycles;2974060;
21573.580578;burner;task-clock;1000000;
21573.580665;swapper;task-clock;1000000;
21573.58075;swapper;task-clock;1000000;
21573.580831;burner;task-clock;1000000;
21573.581251;burner;cycles;2975541;
21573.581337;burner;branches;2094808;
21573.581402;burner;instructions;8661921;
21573.581577;burner;task-clock;1000000;
21573.581665;swapper;task-clock;1000000;
21573.581751;swapper;task-clock;1000000;
21573.581831;burner;task-clock;1000000;
21573.582247;burner;cycles;2975541;
21573.582429;burner;branches;2093805;
21573.582494;burner;instructions;8657367;
21573.582578;burner;task-clock;1000000;
21573.582665;swapper;task-clock;1000000;
21573.582751;swapper;task-clock;1000000;
21573.582755;swapper;branch-misses;1236;
21573.582832;burner;task-clock;1000000;
21573.583244;burner;cycles;2976856;
21573.583436;burner;branches;2069099;
21573.583501;burner;instructions;8554327;
21573.583578;burner;task-clock;1000000;
21573.583665;swapper;task-clock;1000000;
21573.583751;swapper;task-clock;1000000;
21573.583832;burner;task-clock;1000000;
21573.584239;burner;cycles;2978042;
21573.584411;burner;branches;2067390;
21573.584476;burner;instructions;8547415;
21573.584577;burner;task-clock;1000000;
21573.584665;swapper;task-clock;1000000;
21573.58475;swapper;task-clock;1000000;
21573.584831;burner;task-clock;1000000;
21573.585251;burner;cycles;2979795;
21573.585404;burner;branches;2073958;
21573.585577;burner;task-clock;1000000;
21573.585665;swapper;task-clock;1000000;
21573.58575;swapper;task-clock;1000000;
21573.585805;burner;instructions;8708283;
21573.585831;burner;task-clock;1000000;
21573.586248;burner;cycles;2975441;
21573.586387;burner;branches;2075925;
21573.586577;burner;task-clock;1000000;
21573.586665;swapper;task-clock;1000000;
21573.58675;swapper;task-clock;1000000;
21573.586797;burner;instructions;8708283;
21573.586831;burner;task-clock;1000000;
21573.587245;burner;cycles;2976408;
21573.587371;burner;branches;2082719;
21573.587578;burner;task-clock;1000000;
21573.587665;swapper;task-clock;1000000;
21573.58775;swapper;task-clock;1000000;
21573.587799;burner;instructions;8716786;
21573.587831;burner;task-clock;1000000;
21573.588241;burner;cycles;2977393;
21573.58835;burner;branches;2087054;
21573.588577;burner;task-clock;1000000;
21573.588664;swapper;task-clock;1000000;
21573.58875;swapper;task-clock;1000000;
21573.588792;burner;instructions;8714284;
21573.588831;burner;task-clock;1000000;
21573.589251;burner;cycles;2978870;
21573.589577;burner;task-clock;1000000;
21573.589665;swapper;task-clock;1000000;
21573.589726;burner;branches;2109333;
21573.58975;swapper;task-clock;1000000;
21573.589831;burner;task-clock;1000000;
21573.589854;burner;instructions;8722254;
21573.59025;burner;cycles;2975218;
21573.590577;burner;task-clock;1000000;
21573.590665;swapper;task-clock;1000000;
21573.590722;burner;branches;2109333;
21573.59075;swapper;task-clock;1000000;
21573.590831;burner;task-clock;1000000;
21573.59085;burner;instructions;8659192;
21573.591249;burner;cycles;2975743;
21573.591577;burner;task-clock;1000000;
21573.591665;swapper;task-clock;1000000;
21573.591731;burner;branches;2106574;
21573.59175;swapper;task-clock;1000000;
21573.591831;burner;task-clock;1000000;
21573.591852;burner;instructions;8655335;
21573.592246;burner;cycles;2976092;
21573.592577;burner;task-clock;1000000;
21573.592664;swapper;task-clock;1000000;
21573.592724;burner;branches;2104332;
21573.59275;swapper;task-clock;1000000;
21573.592831;burner;task-clock;1000000;
21573.592839;burner;instructions;8653424;
21573.593086;swapper;cycles;584048;
21573.593255;burner;cycles;2977343;
21573.593434;burner;cycles;2975650;
21573.593577;burner;task-clock;1000000;
21573.593664;swapper;task-clock;1000000;
21573.593735;burner;branches;2106115;
21573.59375;swapper;task-clock;1000000;
21573.593831;burner;task-clock;1000000;
21573.593845;burner;instructions;8667358;
21573.594252;burner;cycles;2973843;
21573.594429;burner;cycles;2975650;
21573.594577;burner;task-clock;1000000;
21573.594664;swapper;task-clock;1000000;
21573.594729;burner;branches;2103260;
21573.59475;swapper;task-clock;1000000;
21573.594831;burner;task-clock;1000000;
21573.594834;burner;instructions;8661099;
21573.595194;swapper;cycles;390903;
21573.595251;burner;cycles;2974791;
21573.595425;burner;cycles;2977199;
21573.595577;burner;task-clock;1000000;
21573.595664;swapper;task-clock;1000000;
21573.595733;burner;branches;2104809;
21573.59575;swapper;task-clock;1000000;
21573.595831;burner;task-clock;1000000;
21573.595834;burner;instructions;8675828;
21573.596247;burner;cycles;2975203;
21573.596421;burner;cycles;2978624;
21573.596577;burner;task-clock;1000000;
21573.596664;swapper;task-clock;1000000;
21573.596726;burner;branches;2103579;
21573.59675;swapper;task-clock;1000000;
21573.596824;burner;instructions;8674965;
21573.596831;burner;task-clock;1000000;
21573.597259;burner;cycles;2976571;
21573.597431;burner;cycles;2980272;
21573.597467;burner;instructions;8574733;
21573.597577;burner;task-clock;1000000;
21573.597664;swapper;task-clock;1000000;
21573.597736;burner;branches;2105605;
21573.597736;burner;branch-misses;444;
21573.59775;swapper;task-clock;1000000;
21573.597831;burner;task-clock;1000000;
21573.597832;burner;instructions;8686434;
21573.598256;burner;cycles;2972479;
21573.598429;burner;cycles;2976460;
21573.598444;burner;instructions;8574733;
21573.598577;burner;task-clock;1000000;
21573.598664;swapper;task-clock;1000000;
21573.598729;burner;branches;2102956;
21573.59875;swapper;task-clock;1000000;
21573.598823;burner;instructions;8677476;
21573.598831;burner;task-clock;1000000;
21573.599254;burner;cycles;2973301;
21573.599426;burner;cycles;2977493;
21573.599429;burner;instructions;8611945;
21573.599577;burner;task-clock;1000000;
21573.599664;swapper;task-clock;1000000;
21573.599729;burner;branches;2104554;
21573.59975;swapper;task-clock;1000000;
21573.599822;burner;instructions;8688422;
21573.599831;burner;task-clock;1000000;
21573.60025;burner;cycles;2973896;
21573.600409;burner;instructions;8628594;
21573.600423;burner;cycles;2978388;
21573.600577;burner;task-clock;1000000;
21573.600664;swapper;task-clock;1000000;
21573.600722;burner;branches;2104526;
21573.60075;swapper;task-clock;1000000;
21573.600813;burner;instructions;8690281;
21573.600831;burner;task-clock;1000000;
21573.601348;burner;branches;2092508;
21573.60141;burner;instructions;8650879;
21573.601434;burner;cycles;2979489;
21573.601577;burner;task-clock;1000000;
21573.601664;swapper;task-clock;1000000;
21573.60173;burner;branches;2106593;
21573.60175;swapper;task-clock;1000000;
21573.60182;burner;instructions;8700216;
21573.601831;burner;task-clock;1000000;
21573.602335;burner;branches;2092508;
21573.602397;burner;instructions;8649419;
21573.602432;burner;cycles;2975570;
21573.602577;burner;task-clock;1000000;
21573.602664;swapper;task-clock;1000000;
21573.602722;burner;branches;2104482;
21573.60275;swapper;task-clock;1000000;
21573.602811;burner;instructions;8692614;
21573.602831;burner;task-clock;1000000;
21573.603191;burner;context-switches;14;
21573.603199;rcu_sched;cpu-migrations;14;
21573.603339;burner;branches;2097755;
21573.603401;burner;instructions;8670082;
21573.603431;burner;cycles;2976322;
21573.603577;burner;task-clock;1000000;
21573.603664;swapper;task-clock;1000000;
21573.603727;burner;branches;2106870;
21573.60375;swapper;task-clock;1000000;
21573.603815;burner;instructions;8704153;
21573.603831;burner;task-clock;1000000;
21573.604329;burner;branches;2096654;
21573.604391;burner;instructions;8665639;
21573.604427;burner;cycles;2976738;
21573.604577;burner;task-clock;1000000;
21573.604664;swapper;task-clock;1000000;
21573.604719;burner;branches;2105484;
21573.60475;swapper;task-clock;1000000;
21573.604806;burner;instructions;8699192;
21573.604831;burner;task-clock;1000000;
21573.605336;burner;branches;2099295;
21573.605397;burner;instructions;8676789;
21573.605438;burner;cycles;2977916;
21573.605578;burner;branch-misses;359;
21573.605578;burner;task-clock;1000000;
21573.605664;swapper;task-clock;1000000;
21573.605666;swapper;branches;84206;
21573.60573;burner;branches;2107653;
21573.60575;swapper;task-clock;1000000;
21573.605831;burner;task-clock;1000000;
21573.606326;burner;branches;2097595;
21573.606388;burner;instructions;8670005;
21573.606435;burner;cycles;2973980;
21573.606577;burner;task-clock;1000000;
21573.606664;swapper;task-clock;1000000;
21573.606721;burner;branches;2104809;
21573.60675;swapper;task-clock;1000000;
21573.606831;burner;task-clock;1000000;
21573.607188;swapper;branch-misses;725;
21573.607324;burner;branches;2100235;
21573.607385;burner;instructions;8681257;
21573.607434;burner;cycles;2974883;
21573.607577;burner;task-clock;1000000;
21573.607664;swapper;task-clock;1000000;
21573.607721;burner;branches;2107253;
21573.60775;swapper;task-clock;1000000;
21573.607831;burner;task-clock;1000000;
21573.608315;burner;branches;2100916;
21573.608376;burner;instructions;8684156;
21573.60843;burner;cycles;2975333;
21573.608576;burner;task-clock;1000000;
21573.608664;swapper;task-clock;1000000;
21573.608711;burner;branches;2107192;
21573.60875;swapper;task-clock;1000000;
21573.608831;burner;task-clock;1000000;
21573.609322;burner;branches;2103325;
21573.609383;burner;instructions;8694276;
21573.60944;burner;cycles;2976729;
21573.609577;burner;task-clock;1000000;
21573.609664;swapper;task-clock;1000000;
21573.60975;swapper;task-clock;1000000;
21573.609831;burner;task-clock;1000000;
21573.610314;burner;branches;2101379;
21573.610375;burner;instructions;8686180;
21573.610437;burner;cycles;2973140;
21573.610576;burner;task-clock;1000000;
21573.610664;swapper;task-clock;1000000;
21573.61075;swapper;task-clock;1000000;
21573.61083;burner;task-clock;1000000;
21573.611351;burner;branches;2103871;
21573.611352;Xorg;branches;35288;
21573.611385;burner;branch-misses;262;
21573.611429;Xorg;branch-misses;642;
21573.611432;burner;instructions;8696644;
21573.611437;burner;cycles;2974226;
21573.611577;burner;task-clock;1000000;
21573.611664;swapper;task-clock;1000000;
21573.61175;swapper;task-clock;1000000;
21573.611831;burner;task-clock;1000000;
21573.61237;burner;branches;2094678;
21573.612431;burner;instructions;8638413;
21573.612433;burner;cycles;2974157;
21573.612509;Xorg;branches;35288;
21573.612544;Xorg;branches;34690;
21573.612576;burner;task-clock;1000000;
21573.612664;swapper;task-clock;1000000;
21573.61275;swapper;task-clock;1000000;
21573.612831;burner;task-clock;1000000;
21573.613262;burner;cycles;2975452;
21573.613411;burner;branches;2089782;
21573.613469;burner;instructions;8639914;
21573.613576;burner;task-clock;1000000;
21573.613632;swapper;branch-misses;582;
21573.613664;swapper;task-clock;1000000;
21573.613749;swapper;task-clock;1000000;
21573.613831;burner;task-clock;1000000;
21573.614257;burner;cycles;2975452;
21573.614401;burner;branches;2079507;
21573.61446;burner;instructions;8599618;
21573.614576;burner;task-clock;1000000;
21573.614664;swapper;task-clock;1000000;
21573.614749;swapper;task-clock;1000000;
21573.61483;burner;task-clock;1000000;
21573.615253;burner;cycles;2977005;
21573.615396;burner;branches;2078000;
21573.615455;burner;instructions;8592897;
21573.615576;burner;task-clock;1000000;
21573.615664;swapper;task-clock;1000000;
21573.61575;swapper;task-clock;1000000;
21573.61583;burner;task-clock;1000000;
21573.616249;burner;cycles;2978434;
21573.616375;burner;branches;2079381;
21573.616434;burner;instructions;8598183;
21573.616576;burner;task-clock;1000000;
21573.616664;swapper;task-clock;1000000;
21573.616749;swapper;task-clock;1000000;
21573.61683;burner;task-clock;1000000;
21573.616873;acpid;branch-misses;520;
21573.617261;burner;cycles;2980083;
21573.617391;burner;branches;2084916;
21573.617576;burner;task-clock;1000000;
21573.617664;swapper;task-clock;1000000;
21573.617749;swapper;task-clock;1000000;
21573.617819;burner;instructions;8708861;
21573.61783;burner;task-clock;1000000;
21573.618259;burner;cycles;2975576;
21573.618371;burner;branches;2080822;
21573.618576;burner;task-clock;1000000;
21573.618664;swapper;task-clock;1000000;
21573.618749;swapper;task-clock;1000000;
21573.618811;burner;instructions;8708861;
21573.61883;burner;task-clock;1000000;
21573.619256;burner;cycles;2976312;
21573.619356;burner;branches;2087585;
21573.619576;burner;task-clock;1000000;
21573.619663;swapper;task-clock;1000000;
21573.619749;swapper;task-clock;1000000;
21573.619752;swapper;cycles;272556;
21573.619811;burner;instructions;8714887;
21573.61983;burner;task-clock;1000000;
21573.620252;burner;cycles;2977290;
21573.620339;burner;branches;2091562;
21573.620576;burner;task-clock;1000000;
21573.620663;swapper;task-clock;1000000;
21573.620749;swapper;task-clock;1000000;
21573.620804;burner;instructions;8714927;
21573.62083;burner;task-clock;1000000;
21573.621262;burner;cycles;2978793;
21573.621576;burner;task-clock;1000000;
21573.621663;swapper;task-clock;1000000;
21573.621721;burner;branches;2109733;
21573.621749;swapper;task-clock;1000000;
21573.621816;burner;instructions;8723062;
21573.62183;burner;task-clock;1000000;
21573.622259;burner;cycles;2975232;
21573.622576;burner;task-clock;1000000;
21573.622663;swapper;task-clock;1000000;
21573.622715;burner;branches;2109733;
21573.622749;swapper;task-clock;1000000;
21573.622811;burner;instructions;8710406;
21573.62283;burner;task-clock;1000000;
21573.623182;swapper;cycles;357775;
21573.623258;burner;cycles;2976024;
21573.623576;burner;task-clock;1000000;
21573.623663;swapper;task-clock;1000000;
21573.623723;burner;branches;2110828;
21573.623749;swapper;task-clock;1000000;
21573.623817;burner;instructions;8715894;
21573.62383;burner;task-clock;1000000;
21573.624255;burner;cycles;2976488;
21573.624576;burner;task-clock;1000000;
21573.624663;swapper;task-clock;1000000;
21573.624744;burner;branches;2108906;
21573.624749;swapper;task-clock;1000000;
21573.62483;burner;task-clock;1000000;
21573.624837;burner;instructions;8709283;
21573.625266;burner;cycles;2977634;
21573.625441;burner;cycles;2975595;
21573.625576;burner;task-clock;1000000;
21573.625663;swapper;task-clock;1000000;
21573.625749;swapper;task-clock;1000000;
21573.625757;burner;branches;2103399;
21573.62583;burner;task-clock;1000000;
21573.625849;burner;instructions;8687667;
21573.626263;burner;cycles;2973577;
21573.626436;burner;cycles;2975595;
21573.626576;burner;task-clock;1000000;
21573.626663;swapper;task-clock;1000000;
21573.626666;swapper;cycles;316176;
21573.626749;swapper;task-clock;1000000;
21573.62675;burner;branches;2100149;
21573.62683;burner;task-clock;1000000;
21573.626841;burner;instructions;8675280;
21573.62719;burner;branch-misses;215;
21573.627263;burner;cycles;2974492;
21573.627432;burner;cycles;2977193;
21573.627576;burner;task-clock;1000000;
21573.627663;swapper;task-clock;1000000;
21573.627749;swapper;task-clock;1000000;
21573.627755;burner;branches;2100421;
21573.62783;burner;task-clock;1000000;
21573.627846;burner;instructions;8677935;
21573.628259;burner;cycles;2974597;
21573.628427;burner;cycles;2978691;
21573.628576;burner;task-clock;1000000;
21573.628663;swapper;task-clock;1000000;
21573.628746;burner;branches;2098984;
21573.628749;swapper;task-clock;1000000;
21573.62883;burner;task-clock;1000000;
21573.628836;burner;instructions;8672890;
21573.629101;swapper;branch-misses;984;
21573.62927;burner;cycles;2976029;
21573.629437;burner;cycles;2980363;
21573.629449;burner;instructions;8620882;
21573.629576;burner;task-clock;1000000;
21573.629663;swapper;task-clock;1000000;
21573.629749;swapper;branches;139242;
21573.629751;swapper;task-clock;1000000;
21573.629755;burner;branches;2101491;
21573.62983;burner;task-clock;1000000;
21573.629844;burner;branch-misses;215;
21573.629845;burner;instructions;8683813;
21573.630267;burner;cycles;2972154;
21573.63043;burner;instructions;8620882;
21573.630435;burner;cycles;2976909;
21573.630576;burner;task-clock;1000000;
21573.630663;swapper;task-clock;1000000;
21573.630747;burner;branches;2099180;
21573.630749;swapper;task-clock;1000000;
21573.630754;swapper;cycles;214821;
21573.63083;burner;task-clock;1000000;
21573.630836;burner;instructions;8674181;
21573.631265;burner;cycles;2972997;
21573.631423;burner;instructions;8644707;
21573.631432;burner;cycles;2977757;
21573.631576;burner;task-clock;1000000;
21573.631663;swapper;task-clock;1000000;
21573.631745;burner;branches;2101408;
21573.631749;swapper;task-clock;1000000;
21573.63183;burner;task-clock;1000000;
21573.631833;burner;instructions;8684649;
21573.632261;burner;cycles;2973669;
21573.632408;burner;instructions;8652819;
21573.632429;burner;cycles;2978606;
21573.632576;burner;task-clock;1000000;
21573.632663;swapper;task-clock;1000000;
21573.632736;burner;branches;2101907;
21573.632749;swapper;task-clock;1000000;
21573.632824;burner;instructions;8687198;
21573.63283;burner;task-clock;1000000;
21573.633102;swapper;branch-misses;440;
21573.63334;burner;branches;2096149;
21573.633413;burner;instructions;8669084;
21573.63344;burner;cycles;2979907;
21573.633576;burner;branch-misses;186;
21573.633577;burner;task-clock;1000000;
21573.633663;swapper;task-clock;1000000;
21573.633744;burner;branches;2104331;
21573.633749;swapper;task-clock;1000000;
21573.63383;burner;task-clock;1000000;
21573.633832;burner;instructions;8697431;
21573.634329;burner;branches;2096149;
21573.634402;burner;instructions;8663417;
21573.634437;burner;cycles;2975938;
21573.634576;burner;task-clock;1000000;
21573.634663;swapper;task-clock;1000000;
21573.634735;burner;branches;2102091;
21573.634749;swapper;task-clock;1000000;
21573.634823;burner;instructions;8688385;
21573.63483;burner;task-clock;1000000;
21573.635325;burner;branches;2100440;
21573.635398;burner;instructions;8679705;
21573.635436;burner;cycles;2976630;
21573.635576;burner;task-clock;1000000;
21573.635663;swapper;task-clock;1000000;
21573.635735;burner;branches;2104863;
21573.635749;swapper;task-clock;1000000;
21573.635823;burner;instructions;8700073;
21573.63583;burner;task-clock;1000000;
21573.636316;burner;branches;2101540;
21573.636389;burner;instructions;8684385;
21573.636433;burner;cycles;2977019;
21573.636576;burner;task-clock;1000000;
21573.636576;burner;branch-misses;158;
21573.636663;swapper;task-clock;1000000;
21573.636727;burner;branches;2105001;
21573.636749;swapper;task-clock;1000000;
21573.636815;burner;instructions;8700768;
21573.63683;burner;task-clock;1000000;
21573.637323;burner;branches;2103938;
21573.637396;burner;instructions;8694783;
21573.637443;burner;cycles;2978204;
21573.637576;burner;task-clock;1000000;
21573.637663;swapper;task-clock;1000000;
21573.637736;burner;branches;2106993;
21573.637749;swapper;task-clock;1000000;
21573.63783;burner;task-clock;1000000;
21573.638316;burner;branches;2101984;
21573.638388;burner;instructions;8686710;
21573.638441;burner;cycles;2974455;
21573.638575;burner;task-clock;1000000;
21573.638663;swapper;task-clock;1000000;
21573.638727;burner;branches;2104730;
21573.638749;swapper;task-clock;1000000;
21573.63883;burner;task-clock;1000000;
21573.639182;burner;branch-misses;146;
21573.639317;burner;branches;2104341;
21573.639389;burner;instructions;8697301;
21573.63944;burner;cycles;2975318;
21573.639576;burner;task-clock;1000000;
21573.639663;swapper;task-clock;1000000;
21573.639726;burner;branches;2107571;
21573.639749;swapper;task-clock;1000000;
21573.63983;burner;task-clock;1000000;
21573.64031;burner;branches;2104045;
21573.640382;burner;instructions;8696352;
21573.640436;burner;cycles;2975668;
21573.640575;burner;task-clock;1000000;
21573.640663;swapper;task-clock;1000000;
21573.640717;burner;branches;2107633;
21573.640717;burner;branch-misses;128;
21573.640749;swapper;task-clock;1000000;
21573.640829;burner;task-clock;1000000;
21573.641319;burner;branches;2105916;
21573.641391;burner;instructions;8704401;
21573.641446;burner;cycles;2977018;
21573.641575;burner;task-clock;1000000;
