time;program;event;period;
21570.639764;swapper;task-clock;1000000;
21570.63985;swapper;task-clock;1000000;
21570.639931;burner;task-clock;1000000;
21570.640035;burner;cycles;2977034;
21570.640187;burner;branches;2102283;
21570.640235;burner;instructions;8692005;
21570.640677;burner;task-clock;1000000;
21570.640764;swapper;task-clock;1000000;
21570.640769;swapper;cycles;88299;
21570.64085;swapper;task-clock;1000000;
21570.640931;burner;task-clock;1000000;
21570.641031;burner;cycles;2978512;
21570.641177;burner;branches;2102990;
21570.641677;burner;task-clock;1000000;
21570.641712;burner;instructions;8693453;
21570.641764;swapper;task-clock;1000000;
21570.64185;swapper;task-clock;1000000;
21570.641931;burner;task-clock;1000000;
21570.64204;burner;cycles;2980208;
21570.642183;burner;branches;2105693;
21570.642677;burner;task-clock;1000000;
21570.642703;burner;instructions;8693453;
21570.642764;swapper;task-clock;1000000;
21570.64285;swapper;task-clock;1000000;
21570.642931;burner;task-clock;1000000;
21570.643038;burner;cycles;2976540;
21570.643173;burner;branches;2104250;
21570.643677;burner;task-clock;1000000;
21570.643703;burner;instructions;8704511;
21570.643764;swapper;task-clock;1000000;
21570.64385;swapper;task-clock;1000000;
21570.643932;burner;branch-misses;264;
21570.643933;burner;task-clock;1000000;
21570.644035;burner;cycles;2977651;
21570.644172;burner;branches;2107564;
21570.644677;burner;task-clock;1000000;
21570.644695;burner;instructions;8704147;
21570.644764;swapper;task-clock;1000000;
21570.64485;swapper;task-clock;1000000;
21570.644853;swapper;cycles;435190;
21570.644931;burner;task-clock;1000000;
21570.645032;burner;cycles;2978520;
21570.645164;burner;branches;2107679;
21570.645677;burner;task-clock;1000000;
21570.645703;burner;branches;2098001;
21570.645705;burner;instructions;8712975;
21570.645764;swapper;task-clock;1000000;
21570.64585;swapper;task-clock;1000000;
21570.645931;burner;task-clock;1000000;
21570.646043;burner;cycles;2979832;
21570.646677;burner;task-clock;1000000;
21570.646692;burner;branches;2098001;
21570.646699;burner;instructions;8702307;
21570.646764;swapper;task-clock;1000000;
21570.646767;swapper;cycles;74474;
21570.64685;swapper;task-clock;1000000;
21570.646931;burner;task-clock;1000000;
21570.647041;burner;cycles;2975941;
21570.647677;burner;task-clock;1000000;
21570.647693;burner;branches;2101874;
21570.647704;burner;instructions;8708536;
21570.647764;swapper;task-clock;1000000;
21570.64785;swapper;task-clock;1000000;
21570.647931;burner;task-clock;1000000;
21570.64804;burner;cycles;2976582;
21570.648677;burner;task-clock;1000000;
21570.648685;burner;branches;2101616;
21570.648697;burner;instructions;8703917;
21570.648764;swapper;task-clock;1000000;
21570.64885;swapper;task-clock;1000000;
21570.648931;burner;task-clock;1000000;
21570.648932;burner;branch-misses;215;
21570.649037;burner;cycles;2976888;
21570.649206;:5570;cycles;63066;
21570.649228;swapper;cycles;58417;
21570.649662;burner;cycles;2975305;
21570.649677;burner;task-clock;1000000;
21570.649704;burner;branches;2103912;
21570.649719;burner;instructions;8710977;
21570.649764;swapper;task-clock;1000000;
21570.64985;swapper;task-clock;1000000;
21570.649931;burner;task-clock;1000000;
21570.649949;acpid;cycles;371328;
21570.649956;acpid;instructions;133584;
21570.649975;acpid;context-switches;14;
21570.650048;burner;cycles;2978067;
21570.650657;burner;cycles;2975305;
21570.650677;burner;task-clock;1000000;
21570.650736;burner;branches;2098898;
21570.650751;burner;instructions;8688150;
21570.650765;swapper;task-clock;1000000;
21570.65085;swapper;task-clock;1000000;
21570.650931;burner;task-clock;1000000;
21570.651045;burner;cycles;2974065;
21570.651653;burner;cycles;2977114;
21570.651677;burner;task-clock;1000000;
21570.65174;burner;branches;2089240;
21570.651757;burner;instructions;8646057;
21570.651765;swapper;branch-misses;798;
21570.651766;swapper;task-clock;1000000;
21570.65185;swapper;task-clock;1000000;
21570.651931;burner;task-clock;1000000;
21570.652044;burner;cycles;2974782;
21570.652648;burner;cycles;2978599;
21570.652677;burner;task-clock;1000000;
21570.652727;burner;branches;2088139;
21570.652745;burner;instructions;8640084;
21570.652764;swapper;task-clock;1000000;
21570.65285;swapper;task-clock;1000000;
21570.652931;burner;task-clock;1000000;
21570.65304;burner;cycles;2975117;
21570.653242;burner;instructions;8694627;
21570.65366;burner;cycles;2980287;
21570.653677;burner;task-clock;1000000;
21570.653731;burner;branches;2091648;
21570.65375;burner;instructions;8653413;
21570.653765;swapper;branches;30092;
21570.653766;swapper;task-clock;1000000;
21570.65385;swapper;task-clock;1000000;
21570.653931;burner;task-clock;1000000;
21570.654052;burner;cycles;2976513;
21570.654233;burner;instructions;8694627;
21570.654657;burner;cycles;2976095;
21570.654677;burner;task-clock;1000000;
21570.654719;burner;branches;2090627;
21570.654738;burner;instructions;8648181;
21570.654764;swapper;task-clock;1000000;
21570.65485;swapper;task-clock;1000000;
21570.654931;burner;task-clock;1000000;
21570.655049;burner;cycles;2972121;
21570.655223;burner;instructions;8704947;
21570.655283;swapper;cycles;344729;
21570.655294;swapper;context-switches;14;
21570.655654;burner;cycles;2977072;
21570.655677;burner;task-clock;1000000;
21570.655714;burner;branches;2094835;
21570.655734;burner;instructions;8664067;
21570.655764;swapper;task-clock;1000000;
21570.65585;swapper;task-clock;1000000;
21570.655931;burner;task-clock;1000000;
21570.656047;burner;cycles;2973121;
21570.656229;burner;instructions;8716200;
21570.656651;burner;cycles;2978004;
21570.656677;burner;task-clock;1000000;
21570.656702;burner;branches;2096157;
21570.656722;burner;instructions;8668820;
21570.656764;swapper;task-clock;1000000;
21570.65685;swapper;branch-misses;313;
21570.656852;swapper;task-clock;1000000;
21570.656931;burner;task-clock;1000000;
21570.657043;burner;cycles;2973795;
21570.657239;burner;instructions;8710398;
21570.657661;burner;cycles;2979375;
21570.657677;burner;task-clock;1000000;
21570.657708;burner;branches;2099327;
21570.657729;burner;instructions;8681386;
21570.657764;swapper;task-clock;1000000;
21570.65785;swapper;task-clock;1000000;
21570.657931;burner;task-clock;1000000;
21570.658175;burner;branches;2109963;
21570.658233;burner;instructions;8698686;
21570.658659;burner;cycles;2975605;
21570.658677;burner;task-clock;1000000;
21570.658696;burner;branches;2097773;
21570.658718;burner;instructions;8674458;
21570.658764;swapper;task-clock;1000000;
21570.65885;swapper;task-clock;1000000;
21570.658931;burner;task-clock;1000000;
21570.659013;swapper;instructions;443701;
21570.659089;Xorg;cycles;304753;
21570.659123;Xorg;instructions;443701;
21570.659128;Xorg;branch-misses;313;
21570.659196;Xorg;branch-misses;292;
21570.659204;Xorg;branches;235846;
21570.659222;swapper;branches;26648;
21570.659227;Xorg;cycles;276670;
21570.659257;burner;branches;2109963;
21570.659325;burner;instructions;8680174;
21570.659658;burner;cycles;2976408;
21570.659677;burner;task-clock;1000000;
21570.659737;burner;branches;2099171;
21570.659759;burner;instructions;8679526;
21570.659764;swapper;task-clock;1000000;
21570.659767;swapper;instructions;97248;
21570.65985;swapper;task-clock;1000000;
21570.659931;burner;task-clock;1000000;
21570.660265;burner;branches;2086338;
21570.660317;burner;instructions;8589104;
21570.660588;swapper;branch-misses;591;
21570.660656;burner;cycles;2976508;
21570.660677;burner;task-clock;1000000;
21570.660754;burner;branches;2088873;
21570.660763;swapper;task-clock;1000000;
21570.660778;burner;instructions;8636504;
21570.66085;swapper;branch-misses;721;
21570.660852;swapper;task-clock;1000000;
21570.660931;burner;task-clock;1000000;
21570.661272;burner;branches;2084244;
21570.661319;burner;instructions;8597469;
21570.661668;burner;cycles;2977535;
21570.661677;burner;task-clock;1000000;
21570.661757;burner;branches;2084554;
21570.661764;swapper;task-clock;1000000;
21570.66185;swapper;task-clock;1000000;
21570.66193;burner;task-clock;1000000;
21570.662259;burner;branches;2082456;
21570.662304;burner;instructions;8596125;
21570.662665;burner;cycles;2973173;
21570.662676;burner;task-clock;1000000;
21570.662737;burner;branches;2083909;
21570.662764;swapper;task-clock;1000000;
21570.66285;swapper;task-clock;1000000;
21570.66293;burner;task-clock;1000000;
21570.663241;burner;branches;2085700;
21570.663293;burner;instructions;8621064;
21570.663663;burner;cycles;2973972;
21570.663677;burner;task-clock;1000000;
21570.663727;burner;branches;2089473;
21570.663764;swapper;task-clock;1000000;
21570.66385;swapper;task-clock;1000000;
21570.663931;burner;branch-misses;181;
21570.663932;burner;task-clock;1000000;
21570.664235;burner;branches;2091813;
21570.664278;burner;instructions;8633311;
21570.66466;burner;cycles;2974538;
21570.664676;burner;task-clock;1000000;
21570.664709;burner;branches;2092131;
21570.664764;swapper;task-clock;1000000;
21570.664849;swapper;task-clock;1000000;
21570.66493;burner;task-clock;1000000;
21570.665239;burner;branches;2093459;
21570.665281;burner;instructions;8649285;
21570.66567;burner;cycles;2975772;
21570.665676;burner;task-clock;1000000;
21570.665764;swapper;task-clock;1000000;
21570.665849;swapper;task-clock;1000000;
21570.66593;burner;task-clock;1000000;
21570.666227;burner;branches;2092457;
21570.666268;burner;instructions;8646739;
21570.666666;burner;cycles;2972140;
21570.666676;burner;task-clock;1000000;
21570.666764;swapper;branch-misses;519;
21570.666766;swapper;task-clock;1000000;
21570.666849;swapper;task-clock;1000000;
21570.666931;burner;branch-misses;181;
21570.666932;burner;task-clock;1000000;
21570.667215;burner;branches;2095734;
21570.667256;burner;instructions;8660923;
21570.667665;burner;cycles;2973259;
21570.667677;burner;branch-misses;530;
21570.667678;burner;task-clock;1000000;
21570.667764;swapper;task-clock;1000000;
21570.66785;swapper;task-clock;1000000;
21570.667931;burner;branch-misses;157;
21570.667932;burner;task-clock;1000000;
21570.668218;burner;branches;2099470;
21570.668259;burner;instructions;8676984;
21570.668662;burner;cycles;2973633;
21570.668676;burner;task-clock;1000000;
21570.668763;swapper;task-clock;1000000;
21570.668849;swapper;task-clock;1000000;
21570.66893;burner;task-clock;1000000;
21570.669226;burner;branches;2098602;
21570.669266;burner;instructions;8673858;
21570.669676;burner;task-clock;1000000;
21570.669763;swapper;task-clock;1000000;
21570.669849;swapper;task-clock;1000000;
21570.66993;burner;task-clock;1000000;
21570.67005;burner;cycles;2975403;
21570.670215;burner;branches;2096550;
21570.670255;burner;instructions;8665467;
21570.670676;burner;task-clock;1000000;
21570.670763;swapper;task-clock;1000000;
21570.67085;swapper;branch-misses;547;
21570.670851;swapper;task-clock;1000000;
21570.670931;burner;branch-misses;157;
21570.670932;burner;task-clock;1000000;
21570.671045;burner;cycles;2975403;
21570.671204;burner;branches;2099595;
21570.671245;burner;instructions;8678268;
21570.671676;burner;task-clock;1000000;
21570.671764;swapper;cycles;274771;
21570.671766;swapper;task-clock;1000000;
21570.671849;swapper;task-clock;1000000;
21570.67193;burner;task-clock;1000000;
21570.672041;burner;cycles;2977151;
21570.672201;burner;branches;2102434;
21570.672241;burner;instructions;8689895;
21570.672676;burner;task-clock;1000000;
21570.672763;swapper;task-clock;1000000;
21570.672849;swapper;task-clock;1000000;
21570.67293;burner;task-clock;1000000;
21570.673037;burner;cycles;2978671;
21570.673184;burner;branch-misses;139;
21570.67321;burner;branches;2103197;
21570.673676;burner;task-clock;1000000;
21570.673763;swapper;task-clock;1000000;
21570.673778;burner;instructions;8616604;
21570.673849;swapper;task-clock;1000000;
21570.67393;burner;task-clock;1000000;
21570.674048;burner;cycles;2980344;
21570.674199;burner;branches;2101036;
21570.674676;burner;task-clock;1000000;
21570.674757;burner;instructions;8616604;
21570.674763;swapper;task-clock;1000000;
21570.674849;swapper;task-clock;1000000;
21570.67493;burner;task-clock;1000000;
21570.675045;burner;cycles;2976213;
21570.675186;burner;branches;2103967;
21570.675676;burner;task-clock;1000000;
21570.675751;burner;instructions;8639296;
21570.675763;swapper;task-clock;1000000;
21570.675849;swapper;task-clock;1000000;
21570.675851;swapper;cycles;401961;
21570.675931;burner;branch-misses;122;
21570.675932;burner;task-clock;1000000;
21570.676043;burner;cycles;2977253;
21570.676184;burner;branches;2107806;
21570.676676;burner;task-clock;1000000;
21570.676736;burner;instructions;8645822;
21570.676763;swapper;task-clock;1000000;
21570.676851;swapper;task-clock;1000000;
21570.67693;burner;task-clock;1000000;
21570.677039;burner;cycles;2978159;
21570.677175;burner;branches;2108413;
21570.677676;burner;task-clock;1000000;
21570.67771;burner;branches;2096745;
21570.67774;burner;instructions;8662734;
21570.677763;swapper;task-clock;1000000;
21570.677849;swapper;task-clock;1000000;
21570.67793;burner;task-clock;1000000;
21570.67805;burner;cycles;2979529;
21570.678676;burner;task-clock;1000000;
21570.678699;burner;branches;2096745;
21570.678728;burner;instructions;8658839;
21570.678763;swapper;task-clock;1000000;
21570.678849;swapper;task-clock;1000000;
21570.67893;burner;task-clock;1000000;
21570.678931;burner;branch-misses;114;
21570.679048;burner;cycles;2975609;
21570.679676;burner;task-clock;1000000;
21570.679696;burner;branches;2100751;
21570.679724;burner;instructions;8675454;
21570.679764;swapper;instructions;83585;
21570.679765;swapper;task-clock;1000000;
21570.679849;swapper;task-clock;1000000;
21570.679903;swapper;context-switches;14;
21570.679905;acpid;cycles;217574;
21570.679912;acpid;branches;17324;
21570.679918;InputThread;instructions;620686;
21570.679931;burner;branch-misses;100;
21570.679932;burner;task-clock;1000000;
21570.680047;burner;cycles;2976346;
21570.680676;burner;task-clock;1000000;
21570.680728;burner;branches;2101585;
21570.680755;burner;instructions;8679995;
21570.680764;swapper;task-clock;1000000;
21570.680849;swapper;task-clock;1000000;
21570.68093;burner;task-clock;1000000;
21570.681044;burner;cycles;2976617;
21570.681671;burner;cycles;2974835;
21570.681676;burner;task-clock;1000000;
21570.681739;burner;branches;2093387;
21570.681763;swapper;task-clock;1000000;
21570.681766;burner;instructions;8647665;
21570.681849;swapper;task-clock;1000000;
21570.68193;burner;task-clock;1000000;
21570.682057;burner;cycles;2977646;
21570.682666;burner;cycles;2974835;
21570.682676;burner;task-clock;1000000;
21570.682726;burner;branches;2090603;
21570.682752;burner;instructions;8635349;
21570.682763;swapper;task-clock;1000000;
21570.682849;swapper;task-clock;1000000;
21570.68293;burner;task-clock;1000000;
21570.683054;burner;cycles;2973088;
21570.683298;swapper;instructions;75595;
21570.683661;burner;cycles;2976635;
21570.683676;burner;task-clock;1000000;
21570.683725;burner;branches;2092579;
21570.68375;burner;instructions;8646773;
21570.683764;swapper;cycles;197408;
21570.683765;swapper;task-clock;1000000;
21570.683766;swapper;branch-misses;377;
21570.683849;swapper;task-clock;1000000;
21570.68393;burner;task-clock;1000000;
21570.684053;burner;cycles;2973867;
21570.684657;burner;cycles;2978248;
21570.684676;burner;task-clock;1000000;
21570.684714;burner;branches;2092908;
21570.684738;burner;instructions;8648913;
21570.684763;swapper;task-clock;1000000;
21570.684849;swapper;task-clock;1000000;
